LOCATION,DAY,ORDER_NUMBER,FLAVOR,SCOOPS
Magrath,26,41,vanilla,3
Athabasca,15,94,vanilla,2
Delburne,26,16,strawberry,1
Lamont,24,36,banana,1
Bashaw,10,70,strawberry,2
Falher,26,38,chocolate,1
Lamont,6,34,banana,2
Chestermere,11,121,strawberry,2
Girouxville,13,222,chocolate,2
Chestermere,18,98,chocolate,3
Mannville,10,192,vanilla,1
Valleyview,12,99,chocolate,1
Magrath,9,42,vanilla,1
Magrath,29,84,banana,1
Mannville,26,62,chocolate,3
Lomond,15,57,vanilla,3
Mundare,17,69,strawberry,3
Mannville,20,80,chocolate,1
Chestermere,8,74,banana,2
Cardston,17,170,chocolate,2
Magrath,3,52,chocolate,3
Eckville,26,120,vanilla,2
Athabasca,23,88,chocolate,2
Myrnam,19,23,banana,2
Valleyview,4,29,strawberry,2
Athabasca,16,162,chocolate,2
Chestermere,19,86,chocolate,1
Olds,10,60,vanilla,1
Cardston,8,81,banana,2
Olds,28,72,vanilla,2
Ryley,7,19,strawberry,2
Lacombe,25,96,strawberry,2
Olds,23,49,strawberry,1
Delburne,22,48,banana,3
Mundare,20,19,chocolate,2
Olds,4,43,chocolate,1
Olds,22,64,vanilla,2
Vermilion,7,109,strawberry,2
Delburne,24,79,strawberry,1
Myrnam,17,91,strawberry,1
Eckville,2,87,chocolate,3
Magrath,27,16,strawberry,2
Mundare,11,256,vanilla,1
Lomond,16,84,chocolate,1
Bruderheim,30,3,chocolate,3
Valleyview,5,213,strawberry,3
Mannville,25,136,vanilla,1
Bashaw,18,122,strawberry,1
Bashaw,3,38,vanilla,3
Valleyview,11,103,strawberry,1
Chestermere,15,54,strawberry,2
Chestermere,7,54,vanilla,2
Lomond,16,15,chocolate,2
Valleyview,20,44,chocolate,1
Delburne,9,23,strawberry,2
Mannville,8,173,chocolate,1
Lacombe,12,89,chocolate,3
Mundare,30,142,chocolate,1
Falher,2,26,chocolate,1
Mundare,29,202,strawberry,2
Olds,12,49,vanilla,2
Bashaw,8,219,chocolate,1
Chestermere,5,55,strawberry,2
Magrath,4,93,chocolate,1
Mannville,7,174,chocolate,1
Athabasca,25,10,banana,2
Mannville,24,5,strawberry,3
Olds,16,70,strawberry,1
Lomond,8,142,vanilla,2
Athabasca,12,48,chocolate,2
Lacombe,14,53,chocolate,1
Valleyview,29,160,banana,1
Lomond,11,114,banana,1
Girouxville,23,67,banana,1
Valleyview,17,118,strawberry,2
Myrnam,12,73,chocolate,2
Bashaw,8,142,chocolate,1
Ryley,15,103,chocolate,2
Athabasca,2,142,chocolate,2
Mundare,10,44,strawberry,1
Lomond,3,57,vanilla,2
Mundare,4,152,strawberry,1
Chestermere,1,55,banana,2
Lamont,11,37,banana,1
Mannville,12,83,banana,3
Mannville,10,183,vanilla,1
Athabasca,27,89,strawberry,1
Bashaw,29,45,vanilla,2
Valleyview,10,198,banana,1
Eckville,12,75,chocolate,2
Eckville,23,101,chocolate,3
Olds,3,10,vanilla,1
Falher,5,8,chocolate,2
Girouxville,21,119,chocolate,2
Chestermere,26,91,strawberry,1
Bruderheim,30,88,strawberry,1
Mannville,20,97,strawberry,1
Mundare,4,148,strawberry,2
Chestermere,10,5,vanilla,1
Lomond,13,37,banana,1
Delburne,4,19,vanilla,3
Delburne,22,71,vanilla,1
Delburne,10,3,banana,1
Mannville,8,51,chocolate,2
Cardston,12,2,banana,2
Mannville,9,38,strawberry,3
Athabasca,5,103,strawberry,1
Girouxville,9,35,vanilla,2
Mannville,11,200,chocolate,1
Lacombe,22,90,chocolate,1
Myrnam,22,33,strawberry,1
Valleyview,27,64,strawberry,2
Bruderheim,24,51,strawberry,2
Falher,10,123,strawberry,2
Mannville,15,75,chocolate,3
Bashaw,9,141,banana,2
Cardston,11,2,chocolate,2
Delburne,24,1,banana,2
Ryley,1,101,strawberry,1
Delburne,18,53,strawberry,2
Valleyview,14,87,banana,3
Mundare,28,198,chocolate,2
Chestermere,9,167,vanilla,2
Magrath,20,25,chocolate,1
Delburne,13,52,vanilla,1
Valleyview,17,47,vanilla,3
Girouxville,29,162,strawberry,2
Chestermere,4,76,vanilla,1
Myrnam,23,70,chocolate,2
Mannville,29,11,banana,2
Mundare,9,144,strawberry,3
Eckville,1,144,strawberry,2
Athabasca,26,37,strawberry,2
Girouxville,28,62,chocolate,2
Bruderheim,18,16,vanilla,1
Bashaw,10,18,chocolate,2
Bashaw,29,76,strawberry,2
Ryley,21,69,vanilla,1
Valleyview,9,185,vanilla,2
Myrnam,5,78,strawberry,2
Mannville,18,61,vanilla,2
Chestermere,4,47,strawberry,1
Myrnam,21,25,vanilla,2
Lomond,7,50,strawberry,2
Falher,11,76,chocolate,2
Girouxville,30,208,chocolate,1
Falher,26,45,strawberry,2
Athabasca,2,35,strawberry,2
Lamont,2,146,chocolate,1
Ryley,2,52,chocolate,2
Girouxville,23,96,banana,1
Athabasca,9,109,strawberry,1
Mundare,25,13,chocolate,2
Athabasca,19,137,banana,1
Bruderheim,19,19,strawberry,1
Eckville,8,184,chocolate,2
Vermilion,30,66,banana,1
Mannville,18,7,vanilla,2
Falher,10,112,chocolate,2
Myrnam,18,31,vanilla,3
Athabasca,30,88,strawberry,1
Mundare,6,157,banana,2
Lomond,3,54,vanilla,2
Vermilion,13,40,strawberry,2
Delburne,15,99,chocolate,3
Bashaw,30,72,strawberry,2
Mannville,17,96,strawberry,3
Girouxville,2,26,chocolate,2
Bashaw,18,183,strawberry,2
Chestermere,22,9,chocolate,1
Falher,13,82,strawberry,2
Olds,29,52,chocolate,3
Bruderheim,11,145,banana,2
Valleyview,14,191,banana,3
Eckville,18,129,banana,2
Mannville,12,101,vanilla,3
Myrnam,27,68,strawberry,1
Girouxville,24,188,vanilla,1
Cardston,30,122,strawberry,2
Mannville,28,107,strawberry,1
Vermilion,4,18,vanilla,3
Cardston,19,31,chocolate,1
Falher,5,103,vanilla,2
Ryley,5,44,banana,2
Valleyview,11,14,chocolate,1
Athabasca,27,16,chocolate,1
Girouxville,1,164,chocolate,1
Bashaw,30,121,strawberry,2
Valleyview,29,134,vanilla,2
Falher,30,132,banana,3
Lomond,6,106,banana,2
Myrnam,7,71,vanilla,1
Delburne,4,75,chocolate,2
Bruderheim,8,58,vanilla,2
Mundare,24,113,vanilla,2
Lomond,26,124,chocolate,2
Mannville,1,198,banana,3
Cardston,11,57,strawberry,1
Lomond,15,36,strawberry,2
Olds,6,149,strawberry,2
Ryley,24,72,chocolate,3
Mannville,28,80,chocolate,2
Lomond,6,89,vanilla,3
Olds,6,120,chocolate,3
Cardston,15,40,chocolate,1
Mundare,25,31,banana,2
Valleyview,5,77,vanilla,3
Mundare,14,114,banana,2
Lamont,12,29,banana,2
Bashaw,30,78,strawberry,1
Delburne,2,100,strawberry,2
Lomond,17,198,vanilla,2
Girouxville,14,160,chocolate,1
Cardston,5,53,vanilla,1
Lomond,21,132,chocolate,2
Bashaw,18,138,vanilla,3
Chestermere,30,54,strawberry,1
Lomond,11,204,vanilla,1
Mundare,24,58,banana,3
Myrnam,26,11,banana,2
Lomond,25,90,strawberry,2
Olds,2,50,vanilla,1
Girouxville,22,219,chocolate,1
Olds,26,58,chocolate,2
Bashaw,7,41,strawberry,2
Lomond,22,3,banana,2
Valleyview,30,52,strawberry,1
Cardston,27,20,vanilla,2
Delburne,16,68,chocolate,1
Valleyview,27,173,vanilla,1
Vermilion,26,3,chocolate,3
Chestermere,25,113,banana,1
Cardston,14,14,strawberry,1
Falher,21,34,strawberry,1
Mannville,17,53,strawberry,2
Chestermere,11,132,chocolate,3
Cardston,17,58,chocolate,3
Myrnam,13,36,chocolate,3
Chestermere,13,38,chocolate,1
Bashaw,19,15,vanilla,1
Chestermere,18,174,chocolate,3
Lamont,21,91,strawberry,2
Falher,30,17,vanilla,2
Vermilion,13,60,chocolate,2
Girouxville,15,29,strawberry,3
Magrath,3,43,strawberry,2
Mannville,10,11,vanilla,1
Ryley,6,65,vanilla,2
Myrnam,5,10,vanilla,1
Delburne,18,59,strawberry,2
Myrnam,26,150,vanilla,2
Delburne,9,62,chocolate,1
Lomond,11,84,chocolate,1
Delburne,17,33,strawberry,2
Girouxville,3,194,vanilla,2
Lacombe,19,95,strawberry,1
Ryley,25,118,vanilla,2
Mundare,5,100,strawberry,2
Magrath,20,85,chocolate,2
Delburne,20,123,chocolate,2
Bashaw,11,66,chocolate,1
Lacombe,17,109,banana,1
Vermilion,26,18,vanilla,1
Olds,26,40,banana,2
Girouxville,7,110,strawberry,1
Delburne,20,23,vanilla,2
Lomond,16,130,strawberry,2
Bashaw,16,57,vanilla,1
Bashaw,5,42,chocolate,2
Lomond,21,79,chocolate,1
Ryley,29,157,vanilla,1
Mundare,8,82,vanilla,2
Mannville,16,53,chocolate,1
Valleyview,15,162,strawberry,2
Mundare,19,49,strawberry,2
Chestermere,18,16,banana,1
Delburne,15,130,chocolate,1
Lamont,28,29,vanilla,3
Mundare,3,197,strawberry,1
Girouxville,12,40,chocolate,2
Athabasca,2,111,vanilla,1
Myrnam,29,87,strawberry,2
Mannville,9,24,strawberry,2
Myrnam,16,101,vanilla,2
Mundare,10,115,strawberry,2
Lomond,10,35,strawberry,2
Athabasca,23,127,chocolate,2
Bruderheim,6,13,chocolate,2
Eckville,25,81,chocolate,3
Mundare,21,146,strawberry,1
Olds,30,138,vanilla,2
Magrath,5,67,banana,2
Girouxville,11,101,banana,1
Bashaw,24,44,vanilla,2
Eckville,17,107,strawberry,3
Chestermere,17,95,chocolate,2
Girouxville,13,90,chocolate,1
Chestermere,25,31,vanilla,2
Cardston,13,106,strawberry,1
Mundare,9,10,chocolate,3
Eckville,28,17,strawberry,1
Lamont,24,71,banana,3
Bashaw,25,179,chocolate,2
Girouxville,30,46,vanilla,1
Bashaw,28,135,strawberry,1
Athabasca,24,98,vanilla,2
Athabasca,16,62,chocolate,1
Mundare,22,215,chocolate,2
Myrnam,23,46,banana,1
Olds,18,83,strawberry,1
Valleyview,11,90,chocolate,1
Olds,24,85,vanilla,3
Cardston,8,60,vanilla,3
Girouxville,17,40,strawberry,1
Lacombe,15,84,vanilla,1
Falher,24,17,strawberry,1
Myrnam,30,23,banana,3
Chestermere,21,71,chocolate,2
Falher,6,21,chocolate,1
Delburne,29,36,banana,3
Falher,28,3,vanilla,3
Eckville,5,38,strawberry,2
Ryley,14,148,chocolate,1
Lomond,1,13,vanilla,3
Valleyview,23,107,vanilla,1
Olds,6,65,chocolate,2
Mundare,16,43,banana,2
Eckville,18,37,vanilla,2
Mundare,2,182,chocolate,2
Chestermere,16,106,strawberry,1
Valleyview,2,92,chocolate,1
Bashaw,10,113,vanilla,3
Bashaw,26,57,vanilla,2
Vermilion,18,93,strawberry,3
Valleyview,29,121,chocolate,1
Eckville,8,11,vanilla,2
Bashaw,1,6,banana,2
Athabasca,15,47,banana,3
Cardston,19,122,banana,1
Mannville,29,127,vanilla,1
Valleyview,27,138,vanilla,1
Lomond,13,62,strawberry,3
Myrnam,14,100,vanilla,2
Falher,20,14,chocolate,2
Girouxville,3,19,vanilla,2
Vermilion,11,125,banana,2
Mannville,13,52,vanilla,2
Magrath,29,150,vanilla,3
Delburne,10,33,banana,2
Olds,3,121,chocolate,2
Vermilion,28,61,banana,3
Athabasca,20,19,strawberry,1
Lacombe,7,37,vanilla,2
Falher,21,46,banana,1
Bashaw,2,12,strawberry,3
Mannville,23,146,vanilla,1
Myrnam,17,83,vanilla,2
Lamont,24,44,strawberry,2
Bashaw,11,92,chocolate,1
Ryley,4,37,banana,3
Mannville,30,15,chocolate,2
Myrnam,27,146,banana,2
Chestermere,22,17,vanilla,1
Lomond,11,78,vanilla,2
Myrnam,6,95,chocolate,2
Valleyview,6,40,vanilla,1
Chestermere,10,24,banana,2
Mannville,24,120,vanilla,1
Mannville,8,243,banana,3
Valleyview,6,50,strawberry,3
Magrath,20,18,vanilla,1
Delburne,23,80,chocolate,2
Chestermere,14,102,strawberry,2
Cardston,2,12,chocolate,1
Lacombe,4,86,strawberry,2
Mannville,1,13,vanilla,2
Olds,8,37,strawberry,1
Lacombe,12,122,chocolate,2
Delburne,26,40,vanilla,3
Athabasca,23,56,strawberry,2
Magrath,21,123,strawberry,2
Bashaw,22,119,chocolate,2
Delburne,13,21,vanilla,1
Mannville,7,59,strawberry,2
Lacombe,19,29,vanilla,3
Bashaw,25,34,strawberry,3
Girouxville,5,97,strawberry,2
Lomond,16,149,strawberry,1
Cardston,30,27,strawberry,2
Myrnam,3,30,chocolate,2
Bruderheim,8,130,strawberry,2
Chestermere,27,11,vanilla,2
Athabasca,8,63,strawberry,2
Mannville,21,88,chocolate,2
Bashaw,21,195,banana,3
Mannville,7,104,chocolate,3
Eckville,14,105,vanilla,2
Valleyview,26,140,vanilla,2
Athabasca,21,91,strawberry,1
Falher,13,13,chocolate,3
Myrnam,7,104,chocolate,2
Olds,20,76,vanilla,2
Girouxville,11,84,vanilla,3
Chestermere,18,4,banana,2
Bashaw,24,33,vanilla,2
Mannville,14,42,strawberry,1
Eckville,16,103,banana,2
Mannville,19,21,vanilla,3
Mundare,27,168,strawberry,3
Ryley,1,150,vanilla,1
Chestermere,20,75,vanilla,2
Girouxville,27,87,chocolate,3
Chestermere,18,86,chocolate,2
Athabasca,20,46,strawberry,1
Athabasca,10,5,strawberry,3
Mundare,30,15,banana,2
Ryley,1,115,vanilla,1
Magrath,9,66,strawberry,1
Cardston,29,39,chocolate,2
Valleyview,20,42,strawberry,2
Bashaw,24,85,banana,1
Mundare,10,30,vanilla,1
Bashaw,19,94,strawberry,1
Olds,9,26,strawberry,1
Lomond,14,63,strawberry,2
Delburne,2,131,vanilla,2
Bruderheim,22,61,vanilla,2
Bashaw,4,198,vanilla,2
Mannville,21,15,vanilla,2
Olds,13,65,strawberry,2
Myrnam,27,39,banana,2
Valleyview,10,14,vanilla,1
Mannville,25,85,vanilla,3
Athabasca,8,146,strawberry,1
Girouxville,24,53,strawberry,1
Myrnam,7,95,vanilla,2
Delburne,24,59,vanilla,3
Bruderheim,7,2,chocolate,2
Chestermere,8,29,vanilla,2
Mundare,18,7,banana,1
Bashaw,4,188,chocolate,3
Girouxville,2,162,chocolate,2
Lacombe,28,16,strawberry,2
Ryley,24,55,strawberry,2
Falher,24,10,strawberry,2
Cardston,20,68,strawberry,1
Cardston,5,113,strawberry,2
Bashaw,18,110,strawberry,1
Magrath,27,22,strawberry,1
Myrnam,13,15,chocolate,3
Girouxville,9,172,chocolate,1
Lacombe,26,149,vanilla,2
Athabasca,6,87,chocolate,2
Mannville,29,205,strawberry,2
Athabasca,18,12,strawberry,3
Lacombe,9,111,strawberry,1
Olds,9,15,vanilla,3
Mundare,21,146,banana,1
Cardston,4,44,vanilla,2
Valleyview,11,31,chocolate,2
Mundare,12,118,chocolate,1
Lomond,30,151,strawberry,1
Lomond,5,151,chocolate,1
Bashaw,13,216,vanilla,1
Myrnam,19,130,chocolate,1
Myrnam,1,14,vanilla,2
Ryley,29,25,strawberry,1
Lomond,22,18,chocolate,2
Eckville,16,51,strawberry,3
Eckville,14,71,chocolate,1
Myrnam,17,144,vanilla,1
Delburne,22,138,vanilla,3
Mannville,7,7,vanilla,3
Lomond,14,63,vanilla,3
Bruderheim,1,42,chocolate,1
Mannville,8,66,chocolate,3
Eckville,19,95,chocolate,2
Girouxville,25,16,chocolate,1
Eckville,25,25,vanilla,2
Cardston,9,19,banana,2
Girouxville,18,143,strawberry,2
Girouxville,10,109,strawberry,1
Girouxville,18,107,chocolate,3
Lacombe,23,71,vanilla,2
Mundare,27,131,chocolate,3
Bruderheim,8,142,vanilla,2
Magrath,3,20,chocolate,2
Cardston,28,46,chocolate,1
Bruderheim,9,139,vanilla,3
Lacombe,3,58,chocolate,1
Olds,30,57,vanilla,3
Eckville,26,106,vanilla,2
Chestermere,11,124,vanilla,3
Athabasca,9,103,vanilla,1
Girouxville,26,143,strawberry,3
Magrath,22,10,vanilla,1
Cardston,18,121,strawberry,1
Bruderheim,29,69,chocolate,1
Athabasca,9,56,chocolate,2
Athabasca,21,55,chocolate,1
Magrath,17,112,chocolate,3
Girouxville,27,82,chocolate,3
Valleyview,23,106,vanilla,2
Delburne,2,11,vanilla,1
Vermilion,12,75,vanilla,3
Bruderheim,26,127,strawberry,2
Ryley,21,118,banana,1
Ryley,21,7,vanilla,3
Lomond,15,59,strawberry,3
Eckville,7,39,banana,2
Falher,6,99,vanilla,3
Lomond,12,16,chocolate,2
Girouxville,24,80,strawberry,2
Eckville,16,25,vanilla,2
Cardston,4,26,banana,3
Chestermere,19,48,vanilla,2
Valleyview,10,112,vanilla,2
Mannville,17,107,vanilla,2
Delburne,20,21,vanilla,3
Eckville,2,137,chocolate,2
Bruderheim,21,75,strawberry,1
Cardston,6,132,vanilla,2
Mannville,20,88,banana,2
Falher,26,71,strawberry,3
Magrath,22,119,vanilla,1
Olds,18,14,banana,1
Myrnam,29,107,chocolate,1
Lomond,16,26,chocolate,3
Ryley,14,153,strawberry,1
Mannville,14,191,chocolate,1
Girouxville,7,169,strawberry,3
Olds,5,43,chocolate,3
Eckville,29,143,vanilla,2
Cardston,9,43,strawberry,2
Lomond,19,75,banana,2
Falher,17,23,vanilla,1
Magrath,5,102,strawberry,2
Girouxville,24,55,vanilla,2
Mannville,5,142,strawberry,3
Bashaw,27,113,strawberry,1
Vermilion,14,39,vanilla,3
Mundare,25,215,vanilla,1
Magrath,5,54,strawberry,2
Girouxville,23,1,vanilla,3
Myrnam,27,1,banana,3
Valleyview,21,60,strawberry,2
Bashaw,20,103,vanilla,1
Valleyview,28,63,vanilla,1
Cardston,5,41,strawberry,1
Bruderheim,24,15,chocolate,2
Falher,18,49,strawberry,3
Vermilion,7,97,chocolate,2
Myrnam,26,105,vanilla,2
Mundare,30,12,vanilla,2
Vermilion,2,13,vanilla,1
Magrath,16,123,strawberry,1
Magrath,17,38,chocolate,2
Bashaw,13,142,strawberry,2
Bashaw,18,153,chocolate,1
Lomond,27,109,banana,2
Myrnam,16,13,chocolate,2
Valleyview,1,55,banana,1
Chestermere,8,93,vanilla,1
Delburne,23,73,banana,2
Mannville,27,191,banana,2
Athabasca,19,44,chocolate,1
Mannville,21,53,banana,1
Myrnam,14,91,strawberry,3
Myrnam,29,42,chocolate,2
Vermilion,20,77,strawberry,2
Cardston,20,58,banana,2
Lacombe,20,85,vanilla,2
Chestermere,11,36,chocolate,2
Athabasca,22,45,vanilla,1
Eckville,5,29,vanilla,2
Lacombe,4,68,vanilla,2
Bruderheim,10,22,banana,2
Lomond,24,22,vanilla,1
Chestermere,20,52,strawberry,3
Lomond,4,184,strawberry,1
Olds,10,14,vanilla,2
Olds,26,38,vanilla,2
Mundare,26,47,chocolate,1
Bashaw,11,161,strawberry,1
Magrath,16,99,chocolate,3
Cardston,9,50,banana,2
Falher,3,78,vanilla,2
Lacombe,4,88,strawberry,3
Myrnam,1,23,strawberry,3
Mannville,14,75,chocolate,3
Mannville,12,53,vanilla,1
Lacombe,12,41,strawberry,2
Ryley,11,1,chocolate,3
Eckville,15,53,vanilla,2
Valleyview,29,119,strawberry,2
Girouxville,5,91,vanilla,2
Mannville,8,189,strawberry,2
Lamont,2,134,strawberry,2
Athabasca,26,158,vanilla,2
Chestermere,28,8,vanilla,2
Mannville,12,130,strawberry,3
Falher,14,66,strawberry,3
Olds,9,62,strawberry,2
Olds,27,34,vanilla,2
Olds,30,110,vanilla,1
Olds,10,73,strawberry,1
Lomond,3,115,vanilla,2
Cardston,12,21,chocolate,2
Mundare,21,170,vanilla,1
Delburne,27,35,banana,2
Lacombe,21,67,chocolate,1
Lacombe,14,83,strawberry,2
Vermilion,4,37,vanilla,2
Bruderheim,19,66,vanilla,2
Mannville,11,18,vanilla,2
Delburne,22,88,chocolate,2
Delburne,18,130,banana,2
Vermilion,14,19,vanilla,2
Bashaw,9,77,strawberry,2
Mundare,26,3,strawberry,2
Olds,30,81,chocolate,1
Lacombe,14,122,chocolate,1
Falher,28,26,banana,2
Mannville,6,107,vanilla,2
Lomond,15,7,strawberry,2
Lamont,3,63,banana,3
Lomond,23,165,chocolate,1
Lomond,25,53,chocolate,1
Mannville,23,98,vanilla,2
Mannville,13,167,banana,2
Mannville,7,207,banana,1
Vermilion,5,91,banana,3
Ryley,3,105,strawberry,2
Lamont,6,58,chocolate,2
Olds,25,91,chocolate,2
Myrnam,12,55,vanilla,2
Chestermere,21,96,chocolate,2
Magrath,9,39,strawberry,1
Vermilion,4,39,strawberry,2
Ryley,22,21,banana,2
Mundare,8,217,chocolate,1
Olds,7,110,strawberry,1
Myrnam,4,39,strawberry,2
Mannville,23,7,strawberry,2
Delburne,26,29,banana,3
Bashaw,16,143,chocolate,2
Mannville,3,120,strawberry,1
Bashaw,29,68,vanilla,2
Valleyview,6,56,banana,3
Chestermere,14,31,strawberry,3
Mundare,19,62,banana,2
Cardston,20,130,vanilla,1
Mannville,22,196,strawberry,3
Mannville,2,44,strawberry,2
Cardston,12,13,vanilla,2
Mannville,1,93,banana,2
Valleyview,8,82,strawberry,1
Mundare,7,105,chocolate,1
Lomond,25,103,chocolate,2
Cardston,19,157,chocolate,2
Olds,4,57,vanilla,1
Athabasca,16,30,strawberry,2
Mundare,23,160,chocolate,3
Vermilion,11,24,chocolate,2
Mannville,16,96,chocolate,2
Mundare,27,155,vanilla,1
Bruderheim,8,150,banana,2
Lamont,28,16,strawberry,3
Mundare,19,90,strawberry,2
Mannville,20,73,chocolate,2
Lomond,16,121,chocolate,1
Lamont,3,8,vanilla,3
Chestermere,18,39,strawberry,1
Bashaw,26,25,strawberry,1
Olds,30,33,banana,2
Athabasca,22,124,chocolate,1
Magrath,18,49,strawberry,2
Mannville,29,233,chocolate,2
Magrath,16,146,chocolate,1
Valleyview,5,202,banana,1
Mundare,3,181,strawberry,1
Mannville,15,8,chocolate,3
Bashaw,14,203,banana,2
Bruderheim,12,32,chocolate,1
Myrnam,18,156,chocolate,3
Chestermere,2,7,banana,2
Bruderheim,11,86,banana,2
Bruderheim,8,84,strawberry,2
Girouxville,28,45,chocolate,1
Myrnam,9,155,vanilla,2
Lacombe,15,51,chocolate,1
Lomond,22,119,vanilla,2
Chestermere,13,24,vanilla,1
Olds,30,101,vanilla,2
Bashaw,19,60,vanilla,1
Cardston,12,127,strawberry,2
Chestermere,8,72,strawberry,2
Eckville,20,9,vanilla,2
Eckville,10,27,strawberry,2
Lamont,12,46,strawberry,2
Mannville,8,108,chocolate,2
Mannville,25,148,vanilla,1
Chestermere,24,112,vanilla,1
Myrnam,15,3,chocolate,1
Mundare,22,9,chocolate,2
Girouxville,11,19,vanilla,1
Magrath,16,88,vanilla,3
Bashaw,10,51,chocolate,1
Lacombe,26,148,chocolate,2
Myrnam,16,91,strawberry,1
Valleyview,5,216,banana,3
Cardston,14,82,chocolate,3
Mundare,8,102,chocolate,2
Magrath,28,90,vanilla,1
Bashaw,15,65,chocolate,3
Myrnam,26,143,vanilla,2
Falher,26,27,vanilla,3
Olds,9,83,vanilla,2
Bruderheim,18,72,chocolate,1
Delburne,5,115,banana,3
Eckville,4,117,vanilla,2
Lamont,29,16,strawberry,2
Mundare,4,139,strawberry,2
Eckville,20,21,strawberry,3
Eckville,21,149,chocolate,2
Bruderheim,24,57,strawberry,1
Lacombe,20,41,chocolate,2
Girouxville,1,105,strawberry,2
Eckville,25,52,banana,2
Lomond,19,77,strawberry,2
Olds,5,3,chocolate,3
Magrath,8,85,strawberry,2
Girouxville,1,160,vanilla,2
Bashaw,7,69,strawberry,3
Lomond,21,164,chocolate,2
Mannville,23,107,chocolate,2
Athabasca,3,62,banana,3
Athabasca,20,15,chocolate,1
Chestermere,26,76,chocolate,2
Eckville,27,86,vanilla,2
Lamont,13,100,strawberry,2
Mundare,10,126,banana,2
Delburne,9,93,chocolate,2
Eckville,14,74,vanilla,2
Ryley,25,124,strawberry,1
Lamont,24,22,vanilla,2
Magrath,13,46,banana,2
Lomond,7,106,chocolate,3
Lomond,22,77,banana,2
Myrnam,20,45,chocolate,2
Lamont,1,50,banana,2
Girouxville,9,56,vanilla,2
Girouxville,26,204,vanilla,1
Mannville,20,6,chocolate,2
Valleyview,14,141,strawberry,1
Olds,1,59,chocolate,2
Valleyview,20,10,vanilla,3
Mundare,16,58,vanilla,1
Ryley,3,22,banana,1
Girouxville,20,58,vanilla,3
Mundare,18,96,vanilla,1
Mannville,22,103,chocolate,1
Mundare,29,230,vanilla,3
Ryley,6,3,chocolate,2
Mannville,8,135,vanilla,2
Bashaw,3,92,chocolate,1
Valleyview,18,130,vanilla,2
Valleyview,6,113,strawberry,2
Girouxville,30,117,chocolate,2
Mannville,16,138,banana,2
Falher,27,33,vanilla,2
Cardston,1,63,vanilla,3
Athabasca,18,133,vanilla,1
Chestermere,24,83,strawberry,3
Valleyview,11,59,vanilla,2
Mannville,24,84,chocolate,2
Olds,22,118,strawberry,2
Mannville,22,20,vanilla,2
Girouxville,17,28,banana,2
Olds,12,22,strawberry,1
Myrnam,22,31,banana,1
Mundare,3,104,chocolate,2
Girouxville,28,119,chocolate,2
Mannville,13,182,banana,2
Magrath,9,138,chocolate,2
Bashaw,22,48,chocolate,2
Falher,16,64,chocolate,3
Cardston,19,107,banana,2
Lamont,12,105,banana,2
Athabasca,17,76,vanilla,3
Myrnam,27,124,chocolate,2
Mannville,19,96,chocolate,2
Cardston,8,145,chocolate,2
Chestermere,22,144,vanilla,2
Athabasca,1,46,banana,2
Cardston,19,145,strawberry,2
Athabasca,7,9,vanilla,2
Mannville,18,10,banana,3
Magrath,27,22,banana,1
Mundare,12,110,vanilla,2
Chestermere,30,140,vanilla,2
Bruderheim,29,109,vanilla,2
Athabasca,24,3,strawberry,1
Girouxville,22,222,chocolate,1
Delburne,14,6,chocolate,1
Bashaw,5,178,strawberry,3
Mundare,30,190,strawberry,1
Mannville,3,225,chocolate,1
Girouxville,26,31,strawberry,3
Mannville,21,83,vanilla,2
Girouxville,24,11,chocolate,3
Athabasca,1,147,banana,2
Girouxville,4,144,vanilla,3
Bashaw,21,206,strawberry,2
Mannville,3,156,chocolate,2
Delburne,28,99,chocolate,2
Magrath,23,85,vanilla,2
Cardston,29,33,banana,2
Mundare,8,106,chocolate,2
Cardston,25,3,chocolate,2
Myrnam,5,111,chocolate,2
Mannville,5,122,chocolate,1
Chestermere,18,174,chocolate,1
Falher,9,100,chocolate,2
Delburne,17,38,strawberry,1
Olds,17,17,chocolate,3
Bashaw,16,98,vanilla,2
Mundare,10,2,vanilla,1
Magrath,3,51,vanilla,2
Mannville,8,131,vanilla,3
Bashaw,4,17,strawberry,3
Chestermere,27,69,strawberry,2
Athabasca,12,21,banana,2
Delburne,28,4,vanilla,1
Ryley,12,52,vanilla,1
Bruderheim,8,143,strawberry,1
Mannville,10,134,banana,1
Girouxville,8,11,chocolate,3
Lomond,21,141,vanilla,1
Ryley,30,63,strawberry,2
Girouxville,8,146,chocolate,2
Eckville,21,119,chocolate,2
Olds,20,10,strawberry,1
Athabasca,8,100,vanilla,2
Bashaw,15,128,strawberry,3
Chestermere,14,127,chocolate,2
Olds,6,128,vanilla,2
Myrnam,24,61,chocolate,2
Girouxville,30,96,strawberry,1
Magrath,20,25,strawberry,1
Magrath,19,28,chocolate,1
Bashaw,30,60,chocolate,3
Lamont,4,42,chocolate,1
Mannville,13,61,banana,2
Lacombe,26,70,banana,1
Lomond,18,8,banana,3
Girouxville,27,143,chocolate,2
Mundare,2,139,banana,3
Magrath,3,165,banana,2
Lomond,27,30,vanilla,2
Olds,24,64,chocolate,2
Lacombe,22,102,strawberry,3
Bruderheim,16,13,strawberry,2
Eckville,14,130,vanilla,1
Lacombe,10,13,strawberry,2
Chestermere,27,87,strawberry,2
