LOCATION,DAY,ORDER_NUMBER,TYPE
Cardston,21,132,drive through
Bruderheim,8,114,drive through
Vermilion,15,20,drive through
Vermilion,2,12,takeout
Magrath,15,43,takeout
Eckville,16,15,drive through
Falher,29,89,drive through
Myrnam,22,49,in store
Lamont,6,5,in store
Eckville,25,75,drive through
Valleyview,30,81,in store
Bashaw,1,54,drive through
Chestermere,24,65,drive through
Delburne,21,88,in store
Vermilion,2,7,takeout
Bruderheim,27,147,drive through
Girouxville,8,209,takeout
Olds,22,116,takeout
Olds,28,68,takeout
Girouxville,3,159,drive through
Bashaw,1,53,drive through
Athabasca,20,158,drive through
Valleyview,4,45,in store
Athabasca,27,28,drive through
Bashaw,4,104,takeout
Ryley,16,10,in store
Lomond,16,55,takeout
Chestermere,7,56,takeout
Chestermere,15,8,in store
Lomond,27,103,takeout
Bruderheim,13,76,drive through
Bashaw,18,8,drive through
Eckville,15,28,takeout
Lacombe,12,86,drive through
Lacombe,27,7,drive through
Bashaw,30,137,in store
Cardston,26,64,drive through
Vermilion,3,28,drive through
Lacombe,13,6,drive through
Cardston,11,13,drive through
Lamont,4,16,drive through
Chestermere,16,1,in store
Cardston,11,29,in store
Falher,9,18,takeout
Valleyview,3,106,takeout
Lamont,12,76,takeout
Myrnam,29,81,in store
Magrath,28,126,drive through
Magrath,20,42,takeout
Olds,4,69,takeout
Falher,22,36,drive through
Mundare,14,86,takeout
Girouxville,1,126,drive through
Chestermere,20,99,takeout
Valleyview,9,178,drive through
Bruderheim,3,103,in store
Mundare,4,37,in store
Valleyview,16,73,drive through
Valleyview,4,87,takeout
Olds,26,98,takeout
Vermilion,28,20,in store
Chestermere,4,160,drive through
Falher,2,39,in store
Eckville,17,143,takeout
Myrnam,14,107,drive through
Bruderheim,8,156,takeout
Bruderheim,23,40,takeout
Falher,22,30,drive through
Magrath,14,53,drive through
Valleyview,26,126,drive through
Mannville,14,24,drive through
Vermilion,9,8,takeout
Mannville,16,55,takeout
Athabasca,28,88,drive through
Magrath,30,29,takeout
Girouxville,18,24,in store
Girouxville,9,114,in store
Mannville,19,86,drive through
Lacombe,6,51,takeout
Vermilion,12,35,takeout
Girouxville,18,82,drive through
Mundare,21,184,takeout
Lamont,13,104,drive through
Lacombe,1,41,takeout
Lamont,25,24,takeout
Mundare,21,95,takeout
Lacombe,25,14,drive through
Mannville,18,61,takeout
Ryley,17,48,takeout
Bashaw,5,116,in store
Eckville,17,20,takeout
Valleyview,14,130,in store
Girouxville,8,85,drive through
Mannville,29,192,in store
Falher,21,48,in store
Cardston,20,94,in store
Bashaw,1,74,drive through
Vermilion,3,111,in store
Athabasca,4,12,in store
Athabasca,5,96,takeout
Mundare,10,10,drive through
Olds,9,131,drive through
Chestermere,24,4,drive through
Mundare,19,3,drive through
Girouxville,23,211,drive through
Chestermere,13,51,in store
Olds,10,57,in store
Valleyview,30,126,drive through
Vermilion,21,82,takeout
Delburne,10,129,drive through
Chestermere,20,94,in store
Bruderheim,15,41,in store
Eckville,13,122,takeout
Mannville,7,38,in store
Lacombe,7,78,in store
Valleyview,15,43,drive through
Bruderheim,29,92,takeout
Mundare,7,22,in store
Lacombe,12,95,takeout
Valleyview,6,5,drive through
Lamont,15,34,takeout
Myrnam,17,103,in store
Bashaw,13,77,drive through
Eckville,15,50,drive through
Athabasca,21,31,takeout
Bashaw,23,61,takeout
Bruderheim,21,39,in store
Cardston,28,53,drive through
Bruderheim,25,140,takeout
Mundare,4,75,drive through
Valleyview,13,38,drive through
Bruderheim,19,109,in store
Valleyview,28,140,takeout
Ryley,13,1,in store
Myrnam,24,56,drive through
Athabasca,16,101,drive through
Ryley,18,131,drive through
Valleyview,28,46,drive through
Bashaw,7,146,drive through
Delburne,14,72,drive through
Bashaw,16,29,drive through
Girouxville,12,120,drive through
Valleyview,10,178,drive through
Delburne,1,164,drive through
Eckville,17,134,in store
Valleyview,2,135,in store
Bruderheim,6,116,drive through
Delburne,16,12,drive through
Mundare,4,9,in store
Delburne,17,69,takeout
Chestermere,15,95,takeout
Girouxville,28,69,in store
Olds,9,43,in store
Falher,25,39,in store
Athabasca,30,196,takeout
Myrnam,4,26,drive through
Valleyview,14,60,takeout
Eckville,1,108,drive through
Eckville,15,128,drive through
Lamont,4,73,in store
Bruderheim,7,39,in store
Vermilion,24,35,takeout
Ryley,21,56,in store
Bashaw,30,57,in store
Eckville,26,79,drive through
Girouxville,24,155,in store
Bashaw,15,110,in store
Athabasca,21,172,takeout
Athabasca,29,26,takeout
Lomond,30,85,takeout
Girouxville,22,120,in store
Eckville,3,21,takeout
Myrnam,15,52,drive through
Eckville,8,153,drive through
Athabasca,23,154,in store
Falher,27,39,takeout
Valleyview,30,107,drive through
Vermilion,12,123,takeout
Chestermere,21,104,drive through
Bruderheim,18,86,in store
Chestermere,17,8,in store
Ryley,25,125,drive through
Chestermere,12,177,takeout
Athabasca,9,44,in store
Girouxville,16,52,drive through
Magrath,29,65,takeout
Eckville,26,106,in store
Lomond,24,68,drive through
Mannville,23,88,takeout
Lacombe,3,69,drive through
Valleyview,1,49,takeout
Myrnam,24,66,takeout
Vermilion,1,34,in store
Girouxville,22,245,drive through
Myrnam,19,89,drive through
Eckville,5,87,drive through
Bashaw,8,187,drive through
Eckville,4,55,takeout
Delburne,29,55,takeout
Ryley,25,31,in store
Mundare,9,77,takeout
Girouxville,5,14,drive through
Ryley,12,2,drive through
Lacombe,8,51,in store
Mundare,29,179,takeout
Cardston,16,94,in store
Lomond,30,181,takeout
Falher,21,50,in store
Mundare,7,31,drive through
Lomond,16,45,in store
Myrnam,18,136,takeout
Olds,7,43,takeout
Eckville,22,69,takeout
Mannville,19,32,in store
Athabasca,2,121,takeout
Lomond,27,45,in store
Girouxville,4,179,takeout
Ryley,2,30,takeout
Lacombe,27,25,drive through
Lacombe,2,82,in store
Athabasca,20,36,in store
Chestermere,30,140,in store
Bashaw,9,121,takeout
Bashaw,23,47,in store
Chestermere,12,56,takeout
Mundare,2,5,takeout
Bruderheim,3,99,in store
Vermilion,4,31,in store
Falher,5,147,drive through
Magrath,25,11,takeout
Girouxville,30,100,drive through
Girouxville,12,191,drive through
Mundare,26,144,in store
Ryley,1,60,takeout
Mundare,13,133,in store
Olds,10,17,in store
Myrnam,6,26,in store
Bashaw,10,43,takeout
Cardston,27,19,drive through
Delburne,20,128,drive through
Delburne,16,27,takeout
Lamont,5,40,drive through
Eckville,9,34,drive through
Athabasca,23,45,in store
Girouxville,4,2,drive through
Mannville,21,31,drive through
Lomond,26,64,takeout
Magrath,19,1,drive through
Mundare,3,77,drive through
Myrnam,15,29,drive through
Vermilion,7,72,drive through
Girouxville,28,162,takeout
Girouxville,8,62,in store
Olds,8,59,in store
Cardston,3,69,takeout
Falher,19,102,drive through
Myrnam,21,59,takeout
Myrnam,6,56,in store
Bruderheim,16,24,drive through
Valleyview,19,75,drive through
Chestermere,7,66,in store
Mundare,27,179,takeout
Valleyview,18,50,in store
Olds,30,144,drive through
Delburne,28,93,drive through
Mundare,20,69,in store
Magrath,5,69,takeout
Mannville,14,153,takeout
Olds,7,123,takeout
Eckville,11,28,takeout
Chestermere,29,12,takeout
Ryley,17,94,drive through
Mundare,13,52,drive through
Mundare,1,49,drive through
Bruderheim,30,147,in store
Lamont,19,86,drive through
Ryley,26,111,drive through
Mundare,16,107,in store
Delburne,21,59,in store
Vermilion,10,80,drive through
Myrnam,16,4,takeout
Mundare,11,204,in store
Mundare,9,126,drive through
Lamont,24,32,in store
Lomond,24,120,takeout
Cardston,3,20,takeout
Mannville,29,47,in store
Lomond,19,17,takeout
Bruderheim,14,8,drive through
Delburne,4,69,takeout
Lacombe,11,91,drive through
Bashaw,13,121,in store
Magrath,19,39,takeout
Lamont,20,100,in store
Lacombe,26,88,in store
Vermilion,16,48,takeout
Magrath,28,124,drive through
Lamont,25,5,takeout
Bashaw,24,76,drive through
Valleyview,16,50,in store
Bashaw,21,51,drive through
Lomond,20,21,in store
Olds,7,131,in store
Delburne,1,157,in store
Athabasca,29,164,takeout
Eckville,17,117,drive through
Girouxville,12,190,drive through
Mundare,12,61,takeout
Chestermere,14,26,takeout
Girouxville,29,57,takeout
Eckville,19,34,drive through
Mundare,16,133,in store
Delburne,26,90,drive through
Bashaw,5,152,drive through
Athabasca,18,19,drive through
Vermilion,20,5,drive through
Delburne,4,83,takeout
Bruderheim,1,10,takeout
Girouxville,8,42,in store
Athabasca,21,170,in store
Cardston,30,20,in store
Lamont,19,65,in store
Myrnam,9,136,takeout
Olds,2,78,takeout
Girouxville,21,133,in store
Lamont,12,57,takeout
Athabasca,1,102,in store
Chestermere,18,135,takeout
Valleyview,25,130,takeout
Myrnam,19,55,takeout
Bashaw,16,103,takeout
Lacombe,29,25,in store
Lomond,9,80,in store
Valleyview,5,160,takeout
Mundare,14,52,takeout
Bruderheim,14,19,takeout
Bruderheim,21,66,in store
Mannville,14,68,takeout
Bruderheim,27,167,drive through
Lomond,22,111,drive through
Lomond,3,113,in store
Mundare,15,71,in store
Lacombe,21,16,drive through
Girouxville,6,118,drive through
Lomond,4,32,takeout
Mundare,16,61,takeout
Cardston,29,1,in store
Mannville,25,72,in store
Valleyview,18,167,takeout
Mannville,26,178,drive through
Mundare,16,232,drive through
Lacombe,3,156,takeout
Girouxville,1,154,drive through
Magrath,5,114,takeout
Mannville,7,210,drive through
Lamont,29,2,takeout
Athabasca,25,38,takeout
Athabasca,12,166,drive through
Magrath,18,31,in store
Girouxville,5,44,in store
Athabasca,28,84,drive through
Bruderheim,12,40,drive through
Bruderheim,14,63,drive through
Falher,7,35,in store
Bruderheim,5,63,drive through
Athabasca,12,158,takeout
Ryley,18,160,drive through
Lacombe,9,52,takeout
Magrath,4,98,in store
Mundare,24,100,takeout
Bashaw,30,18,takeout
Athabasca,26,2,drive through
Olds,9,104,in store
Mundare,1,28,in store
Myrnam,11,81,drive through
Myrnam,30,18,in store
Athabasca,28,58,in store
Lacombe,8,10,drive through
Lamont,6,31,in store
Chestermere,26,89,takeout
Mannville,12,177,in store
Eckville,27,8,drive through
Magrath,20,104,takeout
Athabasca,17,95,takeout
Delburne,26,55,in store
Chestermere,16,179,drive through
Eckville,21,40,drive through
Lamont,6,41,drive through
Valleyview,11,114,in store
Girouxville,10,132,drive through
Lomond,8,26,takeout
Eckville,10,16,drive through
Valleyview,17,115,in store
Falher,22,68,drive through
Lamont,2,118,takeout
Magrath,6,26,takeout
Cardston,30,99,in store
Bashaw,5,96,in store
Girouxville,5,117,takeout
Vermilion,1,4,takeout
Valleyview,24,20,in store
Mundare,6,147,takeout
Chestermere,19,201,drive through
Ryley,26,45,drive through
Ryley,18,148,drive through
Myrnam,26,9,drive through
Lomond,14,34,drive through
Lacombe,11,2,drive through
Bashaw,6,192,in store
Athabasca,10,175,in store
Mannville,6,66,takeout
Eckville,28,9,in store
Girouxville,5,158,in store
Lamont,3,28,in store
Lomond,25,167,in store
Lomond,17,96,takeout
Mundare,2,106,drive through
Ryley,25,53,drive through
Lomond,7,61,takeout
Delburne,25,65,drive through
Mannville,6,191,in store
Falher,6,107,in store
Vermilion,4,162,drive through
Magrath,3,29,drive through
Falher,19,16,drive through
Mundare,2,167,takeout
Girouxville,26,20,takeout
Ryley,23,58,takeout
Ryley,18,31,drive through
Ryley,18,4,takeout
Valleyview,12,73,drive through
Valleyview,15,32,drive through
Valleyview,27,22,takeout
Mundare,16,228,drive through
Olds,7,44,takeout
Mundare,29,146,takeout
Valleyview,7,85,takeout
Cardston,5,70,in store
Lomond,9,118,in store
Delburne,26,61,drive through
Athabasca,4,52,in store
Vermilion,27,104,drive through
Lomond,17,143,takeout
Vermilion,7,33,in store
Chestermere,19,48,in store
Chestermere,30,57,drive through
Bruderheim,18,40,drive through
Delburne,20,25,takeout
Girouxville,9,182,in store
Delburne,3,1,in store
Bashaw,3,146,takeout
Lacombe,25,61,drive through
Myrnam,2,78,takeout
Olds,17,67,takeout
Cardston,15,77,in store
Mundare,6,126,in store
Vermilion,9,48,in store
Delburne,27,8,takeout
Magrath,25,88,drive through
Lacombe,11,78,in store
Chestermere,18,66,drive through
Valleyview,9,87,takeout
Girouxville,9,161,takeout
Lacombe,17,120,drive through
Athabasca,10,160,in store
Girouxville,6,162,in store
Myrnam,4,83,takeout
Delburne,5,148,takeout
Mannville,13,90,drive through
Olds,8,64,in store
Magrath,17,30,in store
Mannville,3,151,drive through
Lacombe,16,126,in store
Athabasca,29,170,takeout
Lamont,6,3,in store
Magrath,14,47,takeout
Valleyview,23,15,in store
Mundare,22,25,takeout
Lacombe,7,18,drive through
Vermilion,24,23,in store
Eckville,2,75,drive through
Bruderheim,3,134,in store
Lamont,20,71,drive through
Eckville,28,136,takeout
Valleyview,26,167,drive through
Mundare,23,142,drive through
Bruderheim,25,90,in store
Bashaw,6,55,drive through
Mundare,9,8,takeout
Mundare,1,220,drive through
Mundare,23,7,drive through
Mundare,26,29,drive through
Cardston,8,45,in store
Magrath,29,151,drive through
Mundare,16,247,drive through
Lacombe,19,83,in store
Myrnam,23,60,takeout
Athabasca,28,78,takeout
Lomond,30,3,takeout
Mundare,27,63,drive through
Bashaw,7,158,takeout
Cardston,26,77,in store
Lomond,6,104,in store
Delburne,20,33,drive through
Lomond,16,76,takeout
Chestermere,12,175,in store
Lamont,2,84,in store
Lacombe,13,40,takeout
Mundare,24,9,drive through
Chestermere,16,93,drive through
Chestermere,28,52,takeout
Eckville,14,121,in store
Magrath,19,91,drive through
Ryley,19,6,in store
Mannville,22,108,takeout
Girouxville,11,89,in store
Olds,28,17,takeout
Falher,28,109,takeout
Vermilion,11,90,drive through
Cardston,18,51,drive through
Mundare,19,75,in store
Ryley,26,14,takeout
Lamont,22,51,takeout
Ryley,1,105,drive through
Magrath,18,33,takeout
Athabasca,12,36,in store
Mannville,20,70,drive through
Bashaw,30,156,takeout
Magrath,7,23,in store
Myrnam,29,116,takeout
Myrnam,17,18,drive through
Mannville,3,121,in store
Athabasca,18,177,drive through
Lomond,29,76,in store
Eckville,7,77,drive through
Girouxville,29,136,drive through
Bashaw,7,105,takeout
Bashaw,3,77,takeout
Delburne,30,6,takeout
Bruderheim,23,65,in store
Lamont,11,13,takeout
Ryley,29,87,drive through
Mundare,12,94,in store
Cardston,19,55,in store
Falher,28,139,in store
Girouxville,3,139,in store
Girouxville,1,151,drive through
Vermilion,3,11,in store
Ryley,25,120,drive through
Vermilion,27,79,takeout
Eckville,15,64,in store
Mannville,29,10,drive through
Mundare,22,237,in store
Delburne,24,50,takeout
Chestermere,5,93,takeout
Girouxville,13,169,takeout
Eckville,30,91,drive through
Valleyview,14,173,in store
Girouxville,26,187,drive through
Eckville,4,114,in store
Magrath,22,132,in store
Olds,2,73,in store
Cardston,12,15,drive through
Olds,7,125,drive through
Magrath,18,50,drive through
Mundare,30,135,takeout
Mannville,6,56,drive through
Mundare,8,70,in store
Bashaw,22,27,in store
Bruderheim,24,72,drive through
Ryley,25,103,drive through
Delburne,21,121,drive through
Athabasca,4,152,drive through
Vermilion,23,42,in store
Athabasca,3,31,drive through
Valleyview,17,63,in store
Falher,2,41,in store
Magrath,7,27,in store
Mannville,2,70,takeout
Girouxville,16,146,drive through
Cardston,30,93,drive through
Girouxville,2,183,drive through
Lacombe,5,3,drive through
Olds,1,22,takeout
Mundare,16,94,in store
Vermilion,15,10,takeout
Myrnam,20,34,drive through
Bruderheim,21,51,takeout
Myrnam,18,14,drive through
Magrath,19,7,takeout
Athabasca,15,156,in store
Falher,19,30,takeout
Delburne,20,48,in store
Mundare,9,184,drive through
Olds,25,67,drive through
Falher,16,42,drive through
Valleyview,13,125,drive through
Athabasca,1,33,drive through
Magrath,4,82,in store
Lomond,22,23,drive through
Mundare,18,99,drive through
Chestermere,20,102,takeout
Chestermere,12,122,in store
Bashaw,17,145,takeout
Eckville,25,16,drive through
Athabasca,8,114,takeout
Magrath,5,76,drive through
Athabasca,24,68,takeout
Chestermere,6,108,takeout
Lomond,12,10,drive through
Cardston,9,19,in store
Athabasca,8,9,drive through
Cardston,20,20,takeout
Lamont,20,29,drive through
Bashaw,10,92,takeout
Bruderheim,17,4,takeout
Ryley,13,72,takeout
Bruderheim,27,159,drive through
Mundare,19,19,in store
Bruderheim,18,48,in store
Olds,10,34,in store
Ryley,24,44,in store
Olds,27,119,drive through
Eckville,20,95,in store
Athabasca,6,113,drive through
Bashaw,12,124,in store
Olds,24,88,drive through
Valleyview,28,81,takeout
Vermilion,9,85,in store
Girouxville,15,66,in store
Myrnam,2,106,in store
Eckville,24,76,takeout
Mannville,22,124,drive through
Mannville,9,116,drive through
Mundare,2,8,drive through
Ryley,13,47,in store
Eckville,25,31,in store
Bashaw,13,195,drive through
Cardston,21,28,takeout
Eckville,10,62,drive through
Lomond,26,104,in store
Lomond,22,63,in store
Falher,27,6,drive through
Mundare,24,8,in store
Delburne,23,91,takeout
Olds,25,92,drive through
Cardston,20,43,in store
Girouxville,5,152,takeout
Chestermere,20,90,takeout
Vermilion,18,99,in store
Cardston,10,6,in store
Valleyview,1,63,in store
Chestermere,29,1,in store
Myrnam,12,67,in store
Eckville,19,2,in store
Cardston,7,31,takeout
Olds,11,65,in store
Cardston,16,28,in store
Olds,24,58,in store
Lamont,23,57,takeout
Bashaw,7,139,in store
Magrath,22,23,in store
Valleyview,10,43,in store
Valleyview,14,102,takeout
Girouxville,18,106,takeout
Chestermere,16,148,drive through
Delburne,28,73,in store
Ryley,6,8,in store
Eckville,4,48,drive through
Falher,19,109,takeout
Eckville,29,158,in store
Girouxville,25,97,takeout
Bruderheim,25,41,drive through
Olds,28,11,in store
Valleyview,25,78,drive through
Falher,29,91,takeout
Mundare,9,212,drive through
Bashaw,6,152,drive through
Olds,17,8,drive through
Magrath,26,59,in store
Mundare,15,35,takeout
Bashaw,8,118,drive through
Vermilion,25,69,takeout
Valleyview,11,185,takeout
Lamont,2,24,drive through
Magrath,25,62,in store
Bashaw,14,81,drive through
Vermilion,22,60,drive through
Lamont,21,10,in store
Delburne,2,123,takeout
Bruderheim,26,41,takeout
Vermilion,28,64,drive through
Lacombe,8,16,takeout
Cardston,10,86,in store
Cardston,14,68,takeout
Mundare,16,244,drive through
Bashaw,12,22,takeout
Delburne,3,39,drive through
Lamont,20,64,drive through
Vermilion,21,47,in store
Bashaw,30,82,drive through
Lacombe,2,75,in store
Eckville,2,88,takeout
Olds,14,50,takeout
Bruderheim,18,30,in store
Myrnam,6,150,drive through
Magrath,4,63,in store
Bashaw,25,85,in store
Bruderheim,18,70,drive through
Chestermere,21,59,takeout
Eckville,7,85,takeout
Magrath,30,76,drive through
Lomond,2,113,in store
Olds,10,5,drive through
Vermilion,10,72,in store
Lomond,2,70,takeout
Eckville,5,123,takeout
Bashaw,11,153,drive through
Girouxville,12,161,takeout
Ryley,20,50,takeout
